Customer ID,Avg_Discount,Total_Sales,Total_Profit,Order_Count,prediction
KE-16420,0.21466666666666664,1686.7312,397.8799,8,1
SS-20410,0.25833333333333336,3056.807,-1010.9738,6,2
RK-19300,0.07500000000000001,1460.1920000000002,269.688,3,0
FG-14260,0.11818181818181817,1383.144,394.7397,7,0
CA-12775,0.18823529411764706,3041.566,204.4895,7,1
AH-10585,0.12000000000000002,738.5039999999999,83.963,4,0
NG-18430,0.1111111111111111,1395.938,217.0893,5,0
PV-18985,0.0846153846153846,2876.0460000000003,434.5284,5,0
JM-16195,0.06315789473684212,2833.926,754.1144,10,1
HH-15010,0.03333333333333333,218.668,86.73419999999999,2,0
DW-13585,0.16999999999999998,1204.854,-266.89660000000003,7,1
EB-13750,0.145,3236.314,-80.286,10,1
AZ-10750,0.125,1622.0179999999998,154.9503,6,0
BV-11245,0.09285714285714285,1523.2730000000001,315.2214,5,0
MG-17680,0.225,2350.188,25.88860000000001,4,2
SM-20005,0.26666666666666666,244.49400000000003,-26.592700000000004,4,2
DM-13345,0.1,4074.472,1319.0586,8,1
SG-20080,0.06818181818181819,3406.581,570.4379999999999,3,0
PC-19000,0.13333333333333333,1061.488,-184.3364,2,0
TT-21070,0.11428571428571428,4915.602,751.9567000000003,7,1
MM-18055,0.21052631578947367,2749.881,-520.3443,8,1
VS-21820,0.47500000000000003,1055.9809999999998,-262.80929999999995,4,2
SC-20575,0.34285714285714286,902.7280000000001,100.2253,5,2
KW-16570,0.04,449.096,107.92699999999999,4,0
CC-12475,0.16153846153846155,1659.4380000000003,154.851,9,1
CY-12745,0.2,2900.0260000000003,60.6467,8,1
NM-18520,0.26,2161.9790000000003,788.9525000000001,10,1
AR-10570,0.0,88.15,32.633,1,0
KA-16525,0.05454545454545456,1519.506,234.9194,7,0
SC-20770,0.3047619047619048,4492.657,-671.1874,7,2
FH-14350,0.10714285714285712,2271.284,706.289,4,0
DM-13525,0.16999999999999998,1376.7920000000001,199.76879999999997,3,0
RH-19495,0.1,3621.3759999999997,563.7877,5,0
BE-11410,0.16,2261.4379999999996,755.9150999999999,5,0
MG-17695,0.2571428571428572,1342.282,-398.79319999999996,3,2
JH-15910,0.14444444444444446,959.4770000000001,-13.55449999999999,7,0
AR-10510,0.21428571428571425,264.864,43.6695,5,2
SF-20065,0.10000000000000002,763.5459999999999,228.16230000000002,7,0
SG-20890,0.4,47.946,-3.7073000000000014,3,2
MP-17470,0.12142857142857141,3206.132,600.2873000000001,7,1
CB-12415,0.3333333333333333,1949.1999999999998,272.3883,8,2
PS-18970,0.05384615384615384,1278.6390000000001,198.50990000000002,8,0
MP-17965,0.255,3983.642,638.1563000000001,9,1
PF-19165,0.05,2770.0,196.87389999999994,6,0
KM-16375,0.13999999999999999,5620.186,973.7901999999998,8,1
ML-18265,0.06666666666666667,162.232,42.6648,2,0
MA-17995,0.041666666666666664,2453.284,280.7822,6,0
KH-16690,0.12666666666666665,5990.799,1227.5091,7,1
DR-12880,0.13333333333333333,6528.034,1641.8613000000003,9,3
AC-10615,0.1111111111111111,2537.6859999999997,298.82730000000004,5,0
SB-20170,0.18571428571428572,1348.02,157.6658,3,2
JC-15340,0.22499999999999998,71.263,-0.3555999999999999,4,2
PO-18865,0.04615384615384616,2493.214,437.8533,7,0
AA-10375,0.08,1056.39,277.3824,9,1
LS-16975,0.2818181818181818,2988.674,262.63669999999996,9,1
AA-10315,0.09090909090909091,5563.56,-362.8825000000001,5,0
MH-17290,0.18846153846153843,2394.025,28.761200000000034,6,2
JK-15205,0.13076923076923078,4427.142,1219.9830000000002,5,0
PO-18850,0.21,7473.8282,38.47570000000002,11,1
BF-10975,0.14615384615384613,599.7980000000001,227.43840000000003,7,0
MS-17365,0.1604166666666667,7443.69,844.9354999999997,10,1
AS-10225,0.06153846153846154,4260.784000000001,719.7751000000001,5,0
LC-16885,0.1565217391304348,7663.125999999999,1288.3468999999998,12,3
PG-18820,0.16923076923076924,3086.9070000000006,137.46129999999994,13,1
RD-19810,0.1875,1137.616,318.4625,8,1
DR-12940,0.15384615384615385,8350.868,2869.076,8,3
MT-17815,0.12999999999999998,2890.1389999999997,509.0068,6,0
SJ-20500,0.14285714285714285,1318.7760000000003,68.09629999999999,5,0
RB-19570,0.16666666666666669,528.546,76.8879,5,0
MV-18190,0.08636363636363636,1734.5739999999998,273.8582,7,0
GT-14710,0.09999999999999999,11820.12,2163.4269,11,3
HP-14815,0.3,1990.314,373.8637,7,2
RB-19465,0.13478260869565217,4715.466,640.5465999999999,12,1
MD-17350,0.32941176470588235,3766.382,-241.95,7,2
HE-14800,0.018181818181818184,883.5319999999999,274.40279999999996,4,0
KB-16585,0.10869565217391304,2744.7419999999997,579.3551,12,1
DC-13285,0.07857142857142858,1174.618,132.06820000000002,5,0
SH-20635,0.2,2096.392,260.6258,2,2
BD-11320,0.07894736842105261,5718.521000000001,1094.5037,12,1
JF-15355,0.075,1911.844,330.19899999999996,6,0
JD-15895,0.075,7610.8640000000005,1050.2668,11,3
FM-14290,0.18000000000000005,3736.198000000001,198.10949999999997,9,1
LW-16990,0.10909090909090909,3230.308,662.8339000000001,6,0
VD-21670,0.07500000000000001,6442.254000000001,1617.7874000000002,6,3
NB-18580,0.1,273.87199999999996,24.788800000000002,2,0
CW-11905,0.09090909090909091,1136.592,370.82980000000003,6,0
EP-13915,0.1974193548387097,5478.060799999998,144.95780000000002,17,1
JD-16150,0.055882352941176466,8828.0305,1619.5198999999998,8,3
EL-13735,0.0,124.28,27.1154,2,0
MZ-17515,0.28,2564.906,787.7503,6,2
PB-18805,0.12,740.356,229.22570000000002,3,0
MB-18085,0.19999999999999998,1428.231,117.8057,7,2
LB-16735,0.26666666666666666,50.188,18.6507,3,2
GH-14410,0.2705882352941177,2819.467,-576.8335,9,1
JP-16135,0.15384615384615383,1707.7099999999998,309.71160000000003,9,1
CK-12760,0.15,1582.109,-338.43109999999996,9,1
AA-10480,0.016666666666666666,1790.5120000000002,435.8274,4,0
AR-10540,0.06666666666666668,6608.447999999999,2884.6208,6,3
NC-18625,0.24444444444444446,1821.742,-359.021,5,2
BM-11140,0.16875000000000004,11789.630000000001,-1659.9581,4,1
NZ-18565,0.175,2488.3100000000004,402.4236,9,1
SZ-20035,0.22000000000000003,3625.329,366.43030000000005,11,1
JS-15595,0.3125,1417.654,-175.54899999999998,4,2
KM-16660,0.044444444444444446,453.538,91.1391,5,0
SG-20605,0.09230769230769233,3124.832,463.269,6,0
GM-14500,0.11538461538461539,1255.6819999999998,441.3185,10,1
GG-14650,0.15,2224.0,12.698500000000015,9,1
RH-19510,0.03333333333333333,6979.179999999999,1289.4535,6,3
NP-18670,0.02,3908.402,514.6002,5,0
DL-13330,0.05,585.02,222.6812,4,0
MK-18160,0.0818181818181818,1031.602,227.8338,4,0
ME-18010,0.16666666666666666,1256.944,107.36040000000001,4,0
EH-13990,0.0625,825.9499999999999,150.37589999999997,6,0
HZ-14950,0.19999999999999998,886.52,-130.3879,5,2
TT-21460,0.1285714285714286,5364.808,1124.4998999999998,7,1
TT-21265,0.0,439.5,93.9162,3,0
CR-12730,0.26666666666666666,1600.55,306.91760000000005,4,2
CT-11995,0.16111111111111112,3241.898,161.22629999999995,8,1
JO-15145,0.07307692307692307,3254.9490000000005,581.4045,9,1
RC-19960,0.17272727272727273,885.752,10.563299999999998,6,2
LH-17155,0.07894736842105261,1739.689,316.5202,9,1
RP-19270,0.19333333333333336,954.6451999999999,59.53840000000002,4,2
JD-16015,0.3090909090909091,385.42999999999995,26.7605,6,2
CV-12295,0.07692307692307693,2830.6279999999997,493.0861,5,0
LC-17050,0.2722222222222222,2095.064,86.778,5,2
AB-10150,0.13333333333333333,966.71,313.65969999999993,5,0
NP-18685,0.18571428571428572,1228.698,514.5016999999999,6,2
TS-21610,0.3727272727272727,2820.4240000000004,-294.6981,7,2
SN-20560,0.1733333333333333,1860.4180000000001,-716.8565000000001,6,2
DK-13150,0.12000000000000002,797.8319999999999,249.9447,2,0
RA-19945,0.31666666666666665,1686.9225000000001,-445.69499999999994,5,2
LC-16960,0.2857142857142857,3246.6259999999997,299.48019999999997,4,2
DL-13315,0.1823529411764706,1458.2579999999998,288.8732,8,1
PL-18925,0.25,239.481,-0.7527000000000008,5,2
AB-10165,0.1357142857142857,1113.8380000000002,220.81300000000002,8,1
EH-13765,0.07187500000000001,10310.88,1393.5154000000002,12,3
VT-21700,0.33333333333333337,1736.596,-224.08889999999997,2,2
RP-19855,0.13333333333333333,2170.716,594.5868,8,1
TS-21085,0.7,4.833,-3.3156,2,2
JG-15310,0.2545454545454545,2240.58,3.79760000000001,6,2
CM-12715,0.30923076923076925,3984.4524,176.3108,4,2
LP-17095,0.18666666666666665,3653.3990000000003,338.4454,7,1
KM-16720,0.08928571428571429,4909.472,745.7684999999999,8,1
LS-17230,0.11666666666666665,368.88000000000005,39.1952,3,0
RW-19690,0.07333333333333333,3495.6459999999997,707.5503,5,0
DP-13105,0.1142857142857143,2215.002,563.1760999999999,8,1
DW-13480,0.03636363636363637,5271.628000000001,1348.7556000000002,5,0
CP-12085,0.14285714285714285,5402.253999999999,427.02580000000006,8,1
TP-21565,0.24000000000000005,1936.6399999999999,139.22869999999998,4,2
CC-12370,0.28181818181818186,12129.072,2177.0492999999997,5,3
JJ-15445,0.06666666666666667,709.178,200.5558,5,0
DH-13075,0.0782608695652174,4932.872,1193.7404,6,0
MH-17455,0.16363636363636364,2456.1820000000002,484.7733000000001,8,1
TS-21430,0.15714285714285717,2054.14,48.70170000000002,5,0
Co-12640,0.17500000000000002,1300.076,205.62820000000002,5,2
DP-13000,0.21176470588235297,1050.636,241.4524,9,1
BF-11005,0.18,1333.8799999999999,-291.38109999999995,4,2
DM-13015,0.23000000000000004,6345.103,1677.3931,7,3
TC-21475,0.26363636363636367,1244.976,119.10399999999998,9,1
MM-17920,0.18125,3794.0800000000004,82.12500000000001,11,1
DA-13450,0.125,156.76,56.79039999999999,4,0
DF-13135,0.2833333333333333,2390.534,-259.3097000000001,3,2
RF-19840,0.0818181818181818,945.2219999999999,280.0261,8,0
JS-15685,0.20909090909090908,1131.0639999999999,-54.86920000000002,4,2
CR-12580,0.13333333333333333,2148.852,74.40129999999999,4,0
AG-10495,0.20476190476190476,2356.855,295.6668,8,1
MW-18220,0.07857142857142858,5341.9,1238.422,7,1
RB-19795,0.25,5633.316000000001,-461.7331999999999,8,1
AF-10870,0.19999999999999998,2052.9080000000004,317.97120000000007,7,1
AS-10630,0.18333333333333335,833.398,136.49190000000002,7,2
EK-13795,0.0875,1303.4779999999998,97.10659999999999,4,0
IG-15085,0.028571428571428574,744.574,320.4982,4,0
SC-20020,0.21882352941176475,3362.9636,-317.0508,5,2
BP-11185,0.19444444444444445,3675.861,363.5991,9,1
PS-19045,0.0846153846153846,6843.634,1742.7296999999996,7,3
NL-18310,0.06000000000000001,1418.0900000000001,343.6381,4,0
PM-19135,0.12857142857142856,4115.662,526.7536999999999,4,0
TG-21640,0.12999999999999998,2074.661,365.7205,4,0
GB-14530,0.17,1568.44,7.837099999999978,11,1
BM-11650,0.08448275862068964,7294.185000000001,2199.2780999999995,11,3
HG-15025,0.17272727272727273,3690.2840000000006,804.6112999999998,7,1
GB-14575,0.037500000000000006,4716.288,1135.8393,5,0
JR-15700,0.2,863.88,107.985,1,2
NG-18355,0.08750000000000001,1869.58,313.6335,5,0
JD-16060,0.049999999999999996,695.442,111.11410000000001,3,0
TB-21280,0.09999999999999999,2198.4500000000003,490.95669999999996,6,0
CR-12820,0.13142857142857142,1397.8724000000002,83.27029999999999,3,0
JL-15235,0.22000000000000003,2203.7000000000003,54.51740000000004,5,2
TM-21010,0.05263157894736842,2955.226,573.3013000000001,8,1
CA-12055,0.30000000000000004,1679.724,211.25590000000005,5,2
AT-10735,0.0875,3831.8639999999996,974.107,10,1
DB-13210,0.18571428571428572,2332.577,169.9679,10,1
BP-11155,0.0818181818181818,1697.8609999999996,647.3847,6,0
AW-10930,0.30625,2852.9680000000003,-104.54860000000004,7,2
MR-17545,0.19999999999999998,639.178,162.93630000000002,4,2
DV-13045,0.17222222222222222,1119.4829999999997,-427.18399999999997,5,2
JL-15175,0.21428571428571427,1571.523,209.2817,5,2
RM-19750,0.0,98.35,28.6879,1,0
AS-10285,0.225,3214.2359999999994,354.62760000000003,6,2
KN-16705,0.11999999999999998,2280.58,329.76250000000005,8,1
AG-10525,0.15555555555555556,1455.0379999999998,-152.7613,4,0
MC-18130,0.05454545454545456,1581.998,121.75649999999999,5,0
KN-16450,0.28125,2171.962,114.30830000000003,5,2
MC-17425,0.12000000000000002,4432.138,1802.3903,5,0
GP-14740,0.13999999999999999,236.53,31.83760000000001,2,0
RO-19780,0.2916666666666667,3815.4780000000005,-1262.5716000000002,7,2
VB-21745,0.16999999999999998,2005.596,371.2398,6,0
AG-10675,0.16133333333333333,3489.0395999999996,-246.4257,7,1
CM-12190,0.07142857142857142,1475.1440000000002,91.2033,6,0
TB-21595,0.2714285714285714,1387.559,-136.40909999999997,5,2
SC-20050,0.18666666666666668,4624.572,1011.7442999999997,9,1
PG-18895,0.09411764705882353,1987.1639999999998,334.5163,9,1
KW-16435,0.11000000000000001,4416.52,1756.135,5,0
LS-17245,0.08333333333333333,1008.136,348.3584,6,0
KD-16495,0.08750000000000001,8181.256,3038.6254,12,3
PF-19120,0.12105263157894736,9062.864000000001,-614.2943000000001,4,0
CJ-12010,0.1885,11164.974,858.7414,8,3
YC-21895,0.07500000000000001,5454.349999999999,1305.6290000000001,5,0
JD-15790,0.17142857142857146,2152.3520000000003,-266.55249999999995,5,2
CD-12280,0.08461538461538462,1205.5839999999998,233.0274,2,0
ML-17395,0.17250000000000001,2722.843,684.9162,9,1
PA-19060,0.18571428571428572,729.4079999999999,225.85880000000003,6,2
EH-14125,0.20555555555555557,3082.6530000000002,96.27020000000005,10,1
MO-17500,0.22000000000000003,922.487,59.357699999999994,4,2
BT-11440,0.1571428571428571,603.876,-77.5256,4,0
NF-18475,0.25,377.162,85.92779999999999,4,2
DB-13405,0.028571428571428574,1711.6920000000002,438.90920000000006,4,0
GH-14665,0.24,146.94080000000002,-5.810200000000001,2,2
TC-21535,0.10999999999999999,742.558,217.93299999999996,7,0
EM-14140,0.06666666666666667,4588.435999999999,1319.3655000000003,6,0
BS-11665,0.18181818181818182,3288.1099999999997,238.73680000000002,3,2
JS-15880,0.14666666666666667,3868.02,564.9798,5,0
ML-18040,0.25,742.082,138.71620000000001,3,2
JB-15925,0.30000000000000004,900.552,-286.98080000000004,3,2
MG-18205,0.44999999999999996,16.739,-1.2453,1,2
BE-11455,0.14615384615384613,1727.6520000000003,139.20080000000002,6,0
JO-15280,0.17272727272727273,1934.2720000000002,202.1362,6,0
AC-10450,0.18888888888888888,5527.8460000000005,1366.0098,7,1
KH-16330,0.1388888888888889,3312.864,454.7871,8,1
FO-14305,0.22000000000000003,2678.438,215.59689999999995,10,1
GM-14455,0.16666666666666666,3078.624,793.2814,6,1
JM-15250,0.2894736842105264,3159.122,19.823500000000077,6,2
NH-18610,0.05454545454545456,2673.29,760.1665999999999,7,0
NP-18325,0.05714285714285715,5529.620000000001,1208.8890000000001,6,0
JK-15640,0.10000000000000002,4760.433999999999,1172.5303000000001,9,1
CJ-11875,0.2,16.52,1.652,1,2
SR-20740,0.03333333333333333,4345.8859999999995,1990.4243999999999,8,3
PJ-19015,0.08,1824.2340000000002,682.9979000000001,7,0
AB-10060,0.044444444444444446,7755.619999999999,2054.5885,8,3
CA-12310,0.11818181818181818,1421.954,246.02179999999998,4,0
AJ-10960,0.04,629.2479999999999,60.4265,3,0
CD-11980,0.4333333333333334,639.766,-206.7172,3,2
JK-15730,0.3325,4867.200000000001,55.04829999999997,10,1
EH-14185,0.2875,923.884,242.1107,6,2
GD-14590,0.13333333333333333,1888.07,230.9373,4,0
EM-13825,0.0625,2339.598,682.5541999999999,8,1
SP-20920,0.2714285714285714,3990.6890000000003,14.692400000000006,6,2
GH-14485,0.4666666666666666,1361.2440000000001,-95.4498,2,2
PN-18775,0.12307692307692308,1467.1520000000003,192.0396,8,1
RF-19345,0.13749999999999998,3309.149999999999,633.7072000000001,8,1
YS-21880,0.05000000000000001,6720.4439999999995,1778.2923,8,3
HF-14995,0.13157894736842105,2533.1639999999998,-13.876799999999974,7,1
BP-11230,0.06666666666666667,1181.49,-197.2695,5,0
BE-11335,0.022222222222222223,4204.676,1487.7739000000001,5,0
TG-21310,0.21111111111111114,3058.3720000000003,682.1704,5,2
CM-11935,0.2,565.392,-43.7324,2,2
JM-15265,0.13846153846153847,1804.146,502.61429999999996,5,0
JM-15655,0.1583333333333333,864.947,117.20400000000001,5,0
HJ-14875,0.10000000000000002,358.09999999999997,98.6548,5,0
LD-16855,0.2,5.304,0.4641,1,2
CH-12070,0.15000000000000002,1537.236,195.15109999999999,3,0
EC-14050,0.09999999999999999,461.914,96.4256,5,0
CC-12430,0.057894736842105256,2870.0500000000006,424.65830000000005,10,1
SP-20620,0.25000000000000006,5440.319,-270.4282,9,1
DL-12925,0.03571428571428571,3272.2000000000003,4.213199999999944,6,0
MC-17635,0.175,795.154,-247.94350000000003,4,2
TS-21655,0.19285714285714287,3368.094,220.9163,5,2
AY-10555,0.1,497.014,103.34989999999999,4,0
MC-17590,0.17058823529411762,2426.067,288.9841,6,0
JP-15460,0.14,1669.1349999999998,429.7465,7,1
LW-17215,0.16666666666666669,5420.514,837.2411000000001,7,1
SF-20965,0.2705882352941177,3336.5350000000003,539.9351999999998,9,1
CG-12520,0.2,1148.78,169.93439999999993,3,2
KL-16645,0.2,14175.229,806.8549999999999,12,3
MC-18100,0.26842105263157895,2218.98,-64.16680000000001,10,1
BP-11050,0.14285714285714285,983.42,209.78300000000004,5,0
EB-13930,0.17142857142857143,944.6000000000001,0.6041999999999987,5,2
LE-16810,0.25555555555555554,1469.4499999999998,161.76489999999998,6,2
AJ-10780,0.08666666666666666,4867.344,150.71299999999997,7,1
CL-12700,0.1875,2353.586,229.0099,5,2
CM-12445,0.07777777777777778,287.98999999999995,64.42960000000001,3,0
CS-11845,0.275,1278.9539999999997,185.37759999999997,5,2
JM-15535,0.09000000000000001,1733.443,356.53950000000003,7,0
DL-13495,0.05000000000000001,3539.322,-52.78799999999995,8,1
MS-17830,0.18,370.348,19.431199999999997,4,2
EB-13840,0.125,4358.128,656.1988,5,0
LA-16780,0.11538461538461539,8673.222,2059.1199,11,3
TB-21175,0.09090909090909091,3589.296,829.1635000000001,4,0
DK-13225,0.19473684210526318,4802.394,209.8994,9,1
HD-14785,0.29999999999999993,251.35999999999999,-135.87599999999998,3,2
RP-19390,0.14800000000000002,5153.084,465.2503,12,1
LW-17125,0.0,1259.04,192.6312,3,0
BF-11215,0.05,1585.162,523.2133,4,0
RH-19600,0.10909090909090909,2085.74,172.6261,3,0
AF-10885,0.2571428571428572,861.5649999999999,-163.11750000000004,4,2
SS-20590,0.0,418.49,135.54010000000002,6,0
ZC-21910,0.25483870967741934,8025.706999999999,-1032.1489999999997,13,1
BT-11680,0.06999999999999999,3196.7520000000004,447.74840000000006,7,0
SL-20155,0.17777777777777778,3053.012,527.9715000000001,7,1
PB-19105,0.12000000000000002,688.3239999999998,218.15970000000004,4,0
RD-19930,0.31,970.9420000000001,35.0574,4,2
BC-11125,0.1111111111111111,2933.6760000000004,251.5974,9,1
JG-15805,0.06666666666666668,1507.018,206.1019,6,0
RW-19630,0.1375,3279.745999999999,698.8324999999999,9,1
AC-10420,0.32,925.8,-62.13419999999999,3,2
RS-19420,0.0,3221.29,633.4513999999999,5,0
CD-11920,0.044444444444444446,2033.968,426.661,5,0
LW-16825,0.20666666666666664,2238.061,32.57670000000003,5,2
JE-15475,0.18461538461538465,1388.682,276.2197,6,2
JE-15715,0.32272727272727275,8697.842999999999,1262.2926000000002,10,3
TS-21160,0.22352941176470587,2163.624,260.87440000000004,6,2
JE-15745,0.14565217391304347,6760.815000000001,221.79670000000007,13,1
BF-11275,0.15000000000000002,791.9899999999999,25.870199999999997,3,0
CC-12685,0.25,2854.1150000000002,850.1591,4,2
RL-19615,0.21875,6234.909999999999,488.14840000000004,8,1
LS-16945,0.3071428571428571,2845.27,-318.7737000000001,6,2
MZ-17335,0.06666666666666667,593.606,85.01910000000001,4,0
CM-12115,0.028571428571428574,1661.6100000000001,409.0679,4,0
DP-13390,0.18571428571428575,5480.724,1571.8318,9,1
RD-19585,0.03157894736842106,2912.894,734.5157999999999,10,1
SU-20665,0.13333333333333333,2595.364,763.4719000000001,7,1
HM-14860,0.231,8236.7648,2437.9836000000005,10,3
LC-16930,0.17142857142857146,4492.946,288.26599999999996,8,1
SC-20095,0.06363636363636363,14142.333999999999,5757.4119,9,3
AG-10390,0.22499999999999998,200.94499999999996,69.2784,5,2
GA-14515,0.06428571428571428,3919.7760000000003,840.8990000000001,8,1
ML-17410,0.16666666666666666,2921.5,-76.17549999999994,6,1
BF-11080,0.0,272.95,110.9272,3,0
TB-21055,0.05555555555555555,1467.8809999999999,390.21129999999994,5,0
LT-17110,0.24642857142857144,2936.252,320.973,8,1
CS-12460,0.06666666666666667,550.644,156.2593,2,0
CC-12100,0.2153846153846154,1770.945,208.59120000000001,6,2
AB-10255,0.1,914.5319999999999,264.5675,9,1
ME-17725,0.2246153846153846,1908.4532000000002,77.81280000000004,8,1
VM-21835,0.11249999999999999,380.6899999999999,116.6373,5,0
CS-12250,0.05714285714285715,2754.2160000000003,738.3626000000002,12,1
