Order_Discount_Group,Order_Profit_Margin
>10-20%,-23.749999999999996
0%,8.88162107179185
>10-20%,-2.5
>10-20%,10.0
>30%,-66.0
>10-20%,9.139970756347202
0%,32.0
0%,21.605872339540348
>20-30%,-1.1121404885098247
>0-10%,14.97546466573872
0%,25.0
0%,49.00000000000001
0%,26.0
0%,26.0
0%,28.734887766366707
0%,29.87888673961371
>30%,19.08996449091177
>10-20%,18.75
>10-20%,7.5
0%,26.0
0%,25.0
0%,48.00000000000001
>20-30%,24.317561419472245
>10-20%,1.683212000882418
>0-10%,23.675247004970313
>10-20%,-21.25
>10-20%,35.0
>10-20%,11.736219526840399
>20-30%,-9.999846119518969
>20-30%,-3.053147088780144
0%,26.74425584765059
>10-20%,-23.75
>10-20%,12.135228095582912
>10-20%,-8.446918469860897
>10-20%,22.5
>0-10%,18.519242004611485
>30%,-126.56905359197899
0%,48.00000000000001
>0-10%,28.485562462402243
>10-20%,7.9862740817551705
>10-20%,44.83729908603845
0%,27.999999999999996
>30%,-4.820657128136023
0%,30.0
>10-20%,35.0
0%,41.0
0%,45.80538202787121
>10-20%,10.0
>0-10%,31.96864406182385
0%,41.316250227977385
>10-20%,22.049246501614636
0%,28.999999999999996
>20-30%,-3.851062241902582
>10-20%,25.0
0%,30.096247960848295
>10-20%,12.5
0%,27.020902888663084
>30%,-131.03519713895295
0%,32.99999999999999
0%,30.838264764823762
0%,48.00000000000001
>30%,-250.0
>10-20%,32.49999999999999
>10-20%,9.230699843184057
0%,31.670096217967036
0%,25.208813546961935
0%,25.0
>30%,-6.000000000000001
>10-20%,31.25
0%,35.0
0%,26.0
>30%,-270.0
0%,30.999999999999993
>10-20%,37.50000000000001
>20-30%,-6.703194054423278
>10-20%,-23.75
>30%,-62.0
0%,35.87141216991964
>10-20%,35.0
>10-20%,18.106075283697756
>10-20%,27.500000000000004
>0-10%,11.052259534620696
0%,26.0
0%,45.486055776892435
0%,4.529622119195269
>30%,-66.66666666666667
>0-10%,43.74574829931973
0%,26.0457825329684
>0-10%,29.594424632846355
>30%,19.180064308681672
0%,50.0
>30%,-70.0
0%,28.999999999999996
>20-30%,11.168154934477561
0%,42.94255074684029
0%,25.353125399215692
0%,46.0
>30%,1.4948850511494876
0%,28.999999999999996
0%,33.0
0%,46.0
>30%,-20.119845057461426
>30%,-24.951483222692087
0%,12.674733987064467
0%,46.0
0%,31.138410440303332
0%,47.0
0%,27.0
0%,2.6405412143220004
>20-30%,-0.9090909090909091
0%,33.25389151569888
0%,17.031458720309843
0%,26.00044343713047
>10-20%,11.249999999999998
0%,26.999999999999996
0%,0.0
0%,25.999999999999996
>0-10%,36.80248786407766
0%,25.74901375413157
0%,6.0
>30%,-66.66666666666667
>20-30%,13.667502423638325
>10-20%,17.64705882352941
0%,28.999999999999996
>30%,-165.0
>20-30%,-18.207088899954442
>0-10%,37.234260614934115
0%,46.0
0%,45.092592592592595
0%,10.0
0%,48.00000000000001
>10-20%,15.0
>10-20%,35.0
0%,36.0
0%,13.770204235058262
>30%,0.19224222065866173
>10-20%,7.5
>0-10%,15.089280112199896
0%,21.0544762939818
0%,50.0
0%,26.27154680032638
0%,36.0
>30%,-5.243808358383656
>0-10%,13.554666116889303
0%,28.000000000000004
>30%,-56.666666666666664
>20-30%,-1.4285714285714286
>20-30%,2.4400658503961314
>30%,-43.63636363636363
0%,45.0
0%,15.371464248159834
0%,27.999999999999996
0%,28.999167360532894
>20-30%,-7.563989071065964
0%,1.9999999999999998
0%,49.32170272156315
>10-20%,26.25
>30%,-13.00625750121394
0%,44.00000000000001
>30%,-7.545696223463118
>30%,-37.5
>20-30%,26.909377508860565
0%,36.12516113910699
>20-30%,-7.407435863288839
>30%,-39.23972195251353
0%,27.999999999999996
>10-20%,-8.663001224772353
>10-20%,-3.216255233944168
0%,4.0
0%,34.0
0%,39.887664504754106
0%,14.981555766924446
>20-30%,-2.857142857142857
0%,27.0
>10-20%,-11.249999999999998
>10-20%,11.25
0%,25.0
>30%,-83.33333333333333
>30%,-37.15372901294638
>10-20%,7.500000000000001
>10-20%,36.24999999999999
>10-20%,0.549942731182331
0%,42.0
>20-30%,-10.0
0%,33.08477992204581
>10-20%,27.2644733315465
>10-20%,16.25
>10-20%,14.455637235631732
>30%,-73.33333333333333
0%,34.0
>10-20%,8.663693510023785
>30%,-25.792670743349305
>10-20%,6.563137293599105
>30%,-22.263465580458185
>10-20%,21.771038271367697
>10-20%,8.04662529802537
>10-20%,12.5
0%,36.0
0%,22.81535750718724
0%,47.66513971598718
>0-10%,23.640258233493267
0%,25.0
0%,48.00000000000001
>10-20%,17.5
>30%,1.8549801262567216
>20-30%,-17.531695801705364
>30%,-10.308358652789453
>30%,12.67301983373815
0%,29.000000000000004
>10-20%,31.744087837837835
>0-10%,16.666666666666664
>0-10%,15.474008349460208
0%,28.000000000000004
>10-20%,18.75
0%,44.0
0%,42.0
>30%,-2.9411764705882355
>10-20%,7.5
>10-20%,-20.0
>30%,-150.0
0%,7.000000000000001
0%,46.0
>30%,-72.32856541859488
0%,28.522827687776143
0%,17.0
>30%,-5.819982445096596
>10-20%,26.08080623630456
>0-10%,10.919296496855212
>20-30%,-7.142857142857142
0%,27.999999999999996
0%,27.000508388408743
>30%,-160.0
0%,31.993254973389874
0%,33.0
0%,33.0
>20-30%,-9.442455242966751
>10-20%,35.0
0%,20.81529807597
0%,14.8825063078217
>0-10%,25.435575364667752
>10-20%,17.5
0%,48.99999999999999
>10-20%,23.23053141553717
>0-10%,9.890305726553203
0%,50.0
>20-30%,-51.194297164947564
0%,30.0
>10-20%,12.5
0%,27.420811892510006
>10-20%,14.93764101121055
>10-20%,16.25
0%,4.0
0%,36.0
>30%,-99.71851542952462
>0-10%,27.11886545558537
0%,20.195721689271142
0%,28.000000000000004
>10-20%,22.075914003441408
>10-20%,35.0
0%,5.0
>10-20%,11.563435357729071
>10-20%,35.0
0%,48.99999999999999
>10-20%,8.75
0%,39.73794002607562
0%,40.02130249543518
>10-20%,11.25
>30%,-174.99999999999997
0%,28.000000000000004
>30%,23.04506608367286
>20-30%,7.048971528584054
0%,30.0
0%,3.405768075305428
0%,26.0
0%,46.0
0%,21.255618069950316
>30%,19.137814627349627
0%,46.0
0%,30.0
>10-20%,11.249999999999998
0%,25.335198791099995
>0-10%,35.65885961080048
>10-20%,25.0
0%,28.999999999999996
0%,38.99999999999999
0%,48.45429925524713
0%,41.14584035028629
>30%,-73.33333333333333
0%,39.60565351245452
>0-10%,5.3121020103604275
>30%,-80.0
0%,25.0
>20-30%,4.469123809571012
>20-30%,11.068290701722393
0%,29.000000000000004
0%,41.7735983303292
>10-20%,27.162857211923036
>30%,-104.99999999999999
>30%,-4.183135001175038
0%,21.0
>10-20%,31.25
0%,48.00000000000001
>30%,-8.781684546327337
0%,47.0
0%,31.310147006095374
>30%,-122.49999999999999
>10-20%,32.5
>10-20%,21.130080909266038
>20-30%,9.806050849002157
0%,43.27701442732358
>20-30%,-22.857142857142858
0%,44.0
>10-20%,13.981047776897022
0%,33.0
>10-20%,35.0
>10-20%,6.416473782604824
>20-30%,8.755856109554294
>0-10%,14.444444444444446
>0-10%,8.518275970648668
0%,30.0
>30%,-21.259177978270877
0%,32.0
>20-30%,-1.2578854739131287
>10-20%,16.249999999999996
0%,29.36577235614181
>30%,-174.41635577333557
>10-20%,17.591906902935733
>10-20%,36.25000000000001
>10-20%,36.24999999999999
0%,43.0
>0-10%,33.76933535866413
>0-10%,15.649396388111686
>30%,-73.33333333333333
>10-20%,21.551024690494508
>30%,-73.33333333333334
>20-30%,-27.142857142857142
>10-20%,-9.88060631229236
>0-10%,23.12516918878574
0%,5.0
0%,48.0
>10-20%,31.249999999999993
>10-20%,9.411764705882351
>10-20%,18.75
0%,20.0
0%,22.726285714285716
>0-10%,31.253602715309643
0%,39.0139679255044
>0-10%,19.44246241365299
>30%,-26.66666666666667
>30%,34.033543175399565
>10-20%,36.25
0%,45.0
>20-30%,18.731231915247896
>0-10%,48.70315338492718
>0-10%,26.549304065182305
0%,49.00000000000001
>20-30%,-10.0
>30%,-187.7853256645422
>20-30%,-0.8229303132996248
0%,44.99999999999999
0%,45.0
>30%,-10.15108373525481
>10-20%,8.75
>20-30%,-20.0
0%,25.700178546902897
0%,31.0
0%,27.0
>30%,-24.20416616050304
>0-10%,12.36771894292002
>10-20%,36.25
>10-20%,15.254197085101339
>10-20%,28.749999999999996
0%,32.0
>30%,-45.00000000000001
>30%,-80.0
>30%,-70.0
0%,27.0
0%,6.999999999999999
0%,27.0
>10-20%,5.882352941176471
>0-10%,43.74540059347181
>10-20%,37.5
>30%,-45.43526420751562
>30%,-14.492688164712304
>0-10%,44.78769114116012
0%,28.320711417096962
0%,15.999999999999998
0%,44.99999999999999
0%,27.002381519409386
0%,14.000000000000002
0%,0.0
0%,37.53289346262605
0%,38.19141991140126
0%,26.0
>10-20%,6.25
>0-10%,33.88756139652197
0%,27.0
>10-20%,32.71639960131871
>30%,-21.666666666666668
>30%,-24.910337799545577
>10-20%,12.5
>0-10%,10.207327586206898
>30%,-21.99592680082174
>10-20%,32.5
>0-10%,18.281615188234873
0%,18.626859945743018
>30%,-170.0
>30%,-171.22693659837557
>10-20%,-6.357933426372443
>10-20%,8.75
>10-20%,10.0
>10-20%,10.816401920945696
>10-20%,20.032817012339198
0%,30.0
>0-10%,30.466857187445136
>30%,-66.66666666666667
>30%,-254.99999999999997
0%,49.00000000000001
>30%,-72.99864468037046
0%,30.0
>0-10%,23.78165783598837
>30%,3.7792974558164856
0%,28.378022927665775
0%,30.501844826690228
>10-20%,12.5
0%,26.0
>30%,-21.70084098231181
>10-20%,7.5
>10-20%,-5.0
>10-20%,25.43110716625023
0%,47.66028708133972
>10-20%,37.5
0%,47.143255813953495
>10-20%,32.50000000000001
>30%,7.306224105023045
0%,28.39449247518412
0%,40.50594638177786
>10-20%,36.25
0%,4.0568690095846645
>20-30%,-22.857142857142854
>0-10%,28.653834937299504
0%,36.00000000000001
0%,41.791649177874696
>0-10%,22.105785640411085
0%,46.0
>30%,16.452520425466318
0%,26.0
0%,36.0
0%,47.104630280315455
0%,43.0
>20-30%,24.444726166328604
0%,19.0
>10-20%,12.5
>10-20%,31.571302816901415
>10-20%,3.2149029774530593
>10-20%,-6.624714950591436
0%,50.0
0%,21.596416676237514
>10-20%,11.135663651243034
>10-20%,-22.500000000000004
0%,22.4939233326061
>10-20%,4.647316965502915
0%,48.00000000000001
0%,50.0
0%,39.0
0%,31.07406632180127
0%,37.00000000000001
>0-10%,33.58675957133725
0%,39.48864089278597
>30%,-43.69369578372066
>10-20%,9.071678328601243
0%,49.0
>10-20%,10.0
>10-20%,7.500000000000001
>10-20%,37.5
>10-20%,-5.0
>10-20%,31.250000000000007
>0-10%,17.992092967533242
>10-20%,31.25
>30%,-68.2872605461473
>20-30%,12.051087506322709
>10-20%,11.250000000000002
0%,46.0
>30%,-6.666666666666667
0%,29.000000000000004
>20-30%,-18.571428571428573
0%,13.0
>10-20%,6.25
>10-20%,7.500000000000001
0%,29.221464316976885
>10-20%,19.608030592734224
>0-10%,22.962723965126656
>30%,-225.0
0%,50.0
>10-20%,7.5
>30%,-148.85732210073488
0%,33.0771336153272
>10-20%,5.833519465563604
>10-20%,18.75
>0-10%,18.88888888888889
>10-20%,33.75
0%,40.99999999999999
0%,31.823453210782805
0%,27.0
>30%,-116.12223828205659
>10-20%,36.25
0%,49.0
>30%,-17.02235363449775
>30%,-81.28191468371413
>30%,-112.33574007220217
0%,30.903004291845487
>30%,-8.639438737158608
>10-20%,10.002557775927288
>0-10%,37.64963235294117
>0-10%,31.13806436340203
0%,38.53067709606452
0%,40.38107670914096
0%,41.74466052158273
>10-20%,31.25
0%,33.0593471810089
0%,44.99999999999999
>10-20%,17.5
>30%,-16.66648309285163
0%,36.0
>30%,-45.45454545454545
>30%,-43.80092292162377
0%,28.599725691186023
>30%,-1.5826771653543312
0%,37.75752577319588
0%,13.999999999999998
0%,27.0
>10-20%,-16.25
>0-10%,9.729687347918716
0%,2.0
>30%,-15.266948338774725
>0-10%,30.691279767003593
>30%,-15.761845221944368
0%,27.803424396095757
>10-20%,31.25
0%,47.0
>30%,-169.75453184236514
0%,31.0
0%,35.0
>10-20%,10.0
>10-20%,7.500000000000001
0%,21.91683569979716
0%,20.69633209168093
0%,45.0
0%,44.99999999999999
0%,46.98422685304942
>10-20%,35.0
0%,16.557978966620944
>30%,-178.93040334108812
>30%,-171.56236227412958
0%,48.00000000000001
0%,26.0
>10-20%,36.25000000000001
0%,36.13791922558845
>10-20%,36.25
>20-30%,1.9203831950552943
0%,2.206510075116251
0%,45.0
0%,43.99999999999999
>10-20%,32.82281553398059
>0-10%,13.227903057470872
>30%,-11.664735180136896
>10-20%,7.5
>10-20%,33.75
0%,48.99999999999999
0%,1.0
>20-30%,-24.28571428571428
0%,27.270091696607672
>30%,25.028219925169637
>10-20%,16.41643817730774
0%,29.19037228964953
>10-20%,6.25
0%,47.0
>30%,-165.0
0%,10.659582689335394
>30%,-43.33333333333333
0%,44.99999999999999
0%,48.99999999999999
0%,47.99999999999999
0%,47.99999999999999
>30%,-56.795631153972714
>10-20%,5.247620105817705
>30%,-12.119301774297826
0%,33.0
>0-10%,30.461573875224722
>10-20%,11.25
>10-20%,31.249999999999993
0%,45.0
>20-30%,1.6121367873637757
0%,45.0
0%,32.327560613557644
>30%,-160.0
>30%,-73.33333333333333
>10-20%,31.25
>20-30%,-16.180893214495246
>30%,-35.0
>0-10%,30.01726666351293
>20-30%,-16.095493720200682
0%,31.725494380423953
>10-20%,10.0
0%,25.0
>20-30%,-27.142857142857142
>20-30%,18.95866321559074
>10-20%,33.75
>30%,-11.833986753958587
>0-10%,38.60074965237894
0%,47.0
>0-10%,29.480046761251927
0%,13.731951821650334
0%,17.0
>10-20%,-10.295427356107934
0%,28.000000000000004
0%,32.99999999999999
0%,26.0
0%,32.894298853930934
0%,45.02284011916584
0%,26.0
>30%,-6.554116803868226
0%,25.999999999999996
>10-20%,28.749999999999996
0%,42.00000000000001
0%,28.589757608893745
>10-20%,-8.75
>0-10%,20.708946560159028
>10-20%,35.0
>20-30%,-21.041108510373324
>20-30%,-16.955276927633527
0%,46.0
0%,28.000000000000004
0%,28.000000000000004
0%,27.0
>0-10%,16.666666666666664
0%,33.0
0%,36.00000000000001
>30%,-76.93835448219403
>0-10%,9.95007816045585
>10-20%,6.25
>10-20%,8.75
0%,26.999999999999996
>20-30%,-5.23006429427751
>20-30%,-27.142857142857142
0%,43.29498364231189
>10-20%,-4.705882352941177
0%,29.000000000000004
>30%,-12.511567693460767
>0-10%,23.344736411710187
0%,15.999999999999998
>0-10%,41.652281134401974
0%,47.0
>10-20%,11.249999999999998
>10-20%,34.69089264173704
>10-20%,6.25
>20-30%,12.320004774409167
>10-20%,35.16361256544503
0%,47.0
0%,9.667536001814266
>0-10%,24.896054235222426
0%,49.0
>10-20%,8.75
>0-10%,12.571068372050728
>30%,-68.0
>10-20%,-14.42345064423384
>0-10%,23.16882920179734
0%,36.0
0%,49.0
>10-20%,31.751963955637713
>30%,-61.59618076490477
>10-20%,-19.298528840551565
0%,6.0
0%,44.99999999999999
0%,39.19845556317112
>0-10%,12.460154541478351
0%,24.29426940203919
>30%,-67.04122512277075
>30%,-42.50000000000001
0%,46.0
>0-10%,14.748697332551158
>10-20%,12.722877444875834
>0-10%,25.000659826465636
0%,30.937790574186387
>20-30%,11.618096627745185
>30%,-20.86249747580658
>30%,-80.0
>30%,-260.0
>10-20%,21.25
>10-20%,-8.75
>10-20%,36.25000000000001
>30%,-45.57918367346939
>10-20%,10.0
>30%,-13.655931784212733
>10-20%,10.0
0%,5.0
0%,39.06860148739343
0%,18.0
0%,45.0
0%,42.0
>30%,-54.850528025995125
>30%,-3.635295864778388
0%,3.9999999999999996
>30%,-85.0407709414381
0%,38.118927973199334
>10-20%,7.5
0%,34.0
>30%,4.420106227700291
0%,27.332028284926697
0%,25.0
>10-20%,1.9431920649233543
>30%,-16.520152180177323
>0-10%,28.308951057626697
0%,21.990265368715832
0%,15.000000000000002
0%,26.0
>0-10%,20.717993002174513
0%,18.273972602739725
>30%,-123.08997304254414
>0-10%,13.450462204260871
>30%,28.018227242337872
0%,30.0
>10-20%,12.5
0%,44.99999999999999
>10-20%,-18.749999999999996
>10-20%,6.567091095153757
>10-20%,35.0
0%,46.585239138185706
>20-30%,-9.75866114664913
>10-20%,1.25
>10-20%,18.373765564620008
>10-20%,9.742665655032877
>0-10%,8.890117714933016
>10-20%,10.980458772304589
>30%,-51.66666666666666
>0-10%,24.800851104523286
0%,47.99999999999999
>30%,-5.074877620290297
>30%,-22.520070957932088
>10-20%,32.49999999999999
>30%,-58.285238340945725
>10-20%,30.54889617109348
0%,44.361614696640075
>10-20%,10.0
0%,48.38875509903181
0%,23.58865112807405
>30%,-35.81226752772795
>20-30%,11.94208206338282
0%,26.000000000000007
0%,47.157615156880816
0%,45.718766756032174
0%,28.483872999874016
>0-10%,13.278043713872833
>30%,-165.0
0%,1.9999999999999998
>30%,-48.934074683249854
>10-20%,32.5
>10-20%,36.25
>30%,-4.087563659611244
0%,2.0
>0-10%,8.58092623267001
>10-20%,34.79921553978333
>0-10%,20.0492255185088
>10-20%,13.952892294409668
0%,47.0
>30%,-31.43300920823408
>30%,6.508585964233942
0%,14.501003680160588
>10-20%,37.5
0%,43.29057298335467
>10-20%,6.25
>30%,-73.33333333333333
>0-10%,-11.603785348716169
0%,48.00000000000001
>10-20%,30.294935377216714
>10-20%,34.42047817047817
>0-10%,24.61797975788847
0%,47.0
>10-20%,35.07615053971947
0%,20.499712226716706
0%,46.0
0%,26.0
>20-30%,25.375121608753187
>30%,30.774766364471418
0%,27.33202346988211
>0-10%,48.41355256215276
0%,30.0
>10-20%,6.25
0%,32.087147815342114
>10-20%,16.249999999999996
>10-20%,33.75
>0-10%,36.35566226616649
0%,49.00000000000001
>10-20%,-1.6708463949843266
0%,43.478169711149114
>0-10%,-2.634030409086089
0%,28.000000000000004
0%,18.397909647982598
>10-20%,27.500000000000004
>30%,-60.870839985263416
0%,29.756454869043193
>30%,-28.83186189900966
0%,35.29
>10-20%,7.5
>30%,-5.892243826080974
0%,18.0
>30%,-21.666666666666664
0%,46.0
>10-20%,-8.24587812171664
0%,24.0
>0-10%,19.159938379971923
0%,46.99999999999999
>10-20%,7.500000000000001
0%,49.00000000000001
0%,48.99999999999999
0%,6.566685746994848
0%,25.0
0%,34.0
>0-10%,8.094665042630938
>10-20%,18.75
>30%,5.50961093153942
>30%,-77.99999999999999
>10-20%,22.5
>10-20%,33.75
0%,22.246322425697986
0%,37.01985252410664
>10-20%,10.0
0%,41.93739368304906
>30%,6.993711149078484
>20-30%,9.895432697425727
>30%,-31.666666666666664
>20-30%,-2.097734861474596
0%,29.000000000000004
0%,47.99999999999999
>10-20%,12.5
>30%,-28.333333333333332
>30%,-25.0
0%,29.446658288586768
>0-10%,25.42989862378687
>30%,-18.333333333333332
>0-10%,38.87961392982914
0%,48.00000000000001
0%,48.37281374654802
>10-20%,31.25
>30%,-38.333333333333336
>10-20%,-11.207103941130688
0%,27.37435137138622
>0-10%,24.01206282722513
0%,49.27865612648222
>30%,-170.0
>30%,-10.65105173512785
>0-10%,8.5310478810696
>0-10%,28.20701432358633
0%,46.0
>10-20%,-3.1150239425379085
0%,28.999999999999996
>20-30%,22.181757019935553
0%,41.0
>10-20%,11.25
0%,12.35193300223975
0%,28.99847328244275
0%,26.421828339734937
0%,40.129282097110504
>30%,-97.5
0%,15.278263609863703
0%,15.937299856128465
0%,42.00000000000001
0%,47.0
0%,48.0
>20-30%,-1.4285714285714286
>30%,-19.505116184386203
>10-20%,10.0
>10-20%,33.75
>10-20%,8.097578981149631
>10-20%,6.25
0%,27.740580646598783
>10-20%,28.41100859553663
>10-20%,35.0
0%,31.903743315508027
>0-10%,33.51569115000389
>10-20%,-3.120523586070636
0%,26.0
>10-20%,6.25
>0-10%,15.44103115554522
0%,47.00000000000001
>0-10%,40.570911614534275
0%,28.999999999999996
0%,19.34690193139626
0%,46.0
>0-10%,3.176845637583893
0%,28.999999999999996
>10-20%,37.5
>10-20%,7.5
>0-10%,25.382344473967088
>0-10%,22.447988904299578
0%,22.917109129336563
>0-10%,11.667167194496015
>30%,-74.82791150984299
0%,34.06453009961022
0%,48.097938788257345
0%,48.00000000000001
>10-20%,32.5
>10-20%,35.0
0%,48.99999999999999
0%,47.898394070413836
0%,46.392500438058526
>30%,-60.0
0%,43.88245675961878
0%,35.0
0%,20.717061021170608
0%,25.0
0%,20.03270416744534
0%,46.0
>0-10%,31.870104953305418
0%,41.03300970873786
0%,35.300000000000004
>30%,-18.333333333333336
>0-10%,15.685394918458135
0%,41.0
0%,25.28454352298405
>10-20%,8.75
>30%,-4.492913519477212
0%,28.58941857260953
0%,28.499152288820184
>30%,-6.666666666666668
>20-30%,-20.0
0%,48.639198218262806
0%,26.0
>0-10%,34.017376423352864
0%,39.09831181727904
>0-10%,27.739967291483207
0%,45.0
0%,48.00000000000001
>0-10%,8.503348873859085
0%,25.0
>10-20%,22.558068168361586
>10-20%,14.859861146824377
>0-10%,38.24624307935671
0%,50.0
0%,44.842812828510866
>10-20%,11.25
>20-30%,-3.759557894462609
0%,48.99999999999999
>20-30%,-56.52414684106206
0%,33.0
>30%,-42.0
>10-20%,-3.75
>10-20%,14.851956120764974
0%,29.10315026484528
>10-20%,7.572018924227714
0%,20.0
0%,46.675368898978434
>10-20%,21.471440397350996
>0-10%,28.802323546000896
>10-20%,8.75
0%,27.0
>0-10%,38.50741366366366
>10-20%,35.0
0%,47.0
0%,43.0
0%,3.0000000000000004
>10-20%,37.50000000000001
>30%,-44.99999999999999
>30%,-70.0
0%,47.0
>20-30%,33.59104046242775
0%,38.91017964071857
0%,31.999999999999996
>30%,-70.0
>10-20%,-17.5
0%,29.000000000000004
>20-30%,-5.179430678598731
>10-20%,-2.578559521398413
0%,47.0
0%,28.000000000000004
>20-30%,6.982723871387046
0%,48.0
>10-20%,-25.0
>10-20%,10.0
0%,49.77674546256922
0%,34.0
>10-20%,36.25
>30%,-47.26210119502478
0%,47.0
>30%,-76.66666666666667
>20-30%,2.0561589168398937
0%,28.000000000000004
>20-30%,-18.571428571428573
0%,29.130475741874704
>30%,-80.0
0%,13.788237958629018
>30%,-41.666666666666664
>10-20%,10.733141146229734
0%,6.999999999999999
>30%,-63.631195340895516
>10-20%,2.401633708580049
>0-10%,24.24498107004085
>10-20%,11.890266189908623
>10-20%,36.25
>10-20%,19.42092774035517
0%,42.883994612927566
>10-20%,27.075242718446596
0%,32.715364393981766
0%,40.70183059261558
>10-20%,7.5
>10-20%,33.75
>30%,-70.0
>30%,-73.33333333333334
>10-20%,7.5
0%,49.00460829493088
0%,46.0
>0-10%,16.30512076966994
>0-10%,7.777777777777778
0%,47.0
>10-20%,3.7277127270308035
>30%,-65.0
>0-10%,6.275152404088555
>10-20%,35.0
>10-20%,33.75
>30%,-51.99999999999999
>10-20%,34.37066974595843
0%,26.75328013245671
0%,27.206043956043956
>0-10%,40.70317426949758
>10-20%,35.0
0%,13.416238596732352
>10-20%,7.5
>10-20%,35.0
>20-30%,2.593823960329088
>20-30%,-4.631747466981151
>30%,-28.934929469922515
0%,37.0
0%,49.583333333333336
>30%,-26.666666666666668
>30%,-12.75608853130999
>10-20%,16.25
>10-20%,28.65042573320719
0%,25.0
0%,46.0
0%,41.0
>0-10%,13.499318057828694
>30%,-170.0
>10-20%,25.413030634679274
0%,46.0
0%,19.95088460029518
>10-20%,31.25
>10-20%,11.25
0%,41.90427118644068
>30%,-13.01137647856551
0%,40.090036563071294
>0-10%,11.225844708508708
0%,41.0
0%,48.00000000000001
0%,29.000000000000004
0%,35.36457572278468
>30%,-35.0
0%,42.58155102587274
>10-20%,0.4303889081621666
0%,31.87049670855775
0%,48.0
0%,47.0
>30%,0.6423332813187124
0%,16.24722191832205
>30%,-50.77384523095381
0%,45.504076750317346
>30%,7.054934466740602
0%,47.0
0%,39.0
0%,48.39864791189619
0%,27.30589804538536
0%,47.0
>0-10%,3.5432758121628
>10-20%,35.0
0%,19.80842293291196
>10-20%,-12.321418753398131
>30%,-50.0
>30%,-1.1643906552841439
>10-20%,20.86882535978219
>30%,1.0931144595136049
0%,46.6590349952302
>30%,-73.33333333333333
>0-10%,12.599379719191854
>30%,-19.892644343923074
>30%,-165.0
0%,32.0
0%,26.999999999999996
0%,48.00000000000001
0%,32.72599729851418
0%,22.16480071652485
0%,47.89025416596533
>30%,-36.977070766180184
>10-20%,36.25
0%,28.000000000000004
0%,29.000000000000004
>10-20%,-2.5
0%,4.12046058458813
0%,42.09399547330582
0%,28.999999999999996
>10-20%,18.614941033645504
0%,24.292828665203473
>10-20%,31.25
0%,26.0
>30%,-40.0
0%,5.0
0%,17.0
>30%,15.0
0%,46.0
0%,38.0
0%,28.42418093149609
>20-30%,-2.857142857142857
>10-20%,33.75
0%,18.454786345721345
0%,25.999999999999996
>20-30%,14.177338915740542
0%,28.000000000000004
>30%,3.7835662309227907
>10-20%,7.5
>30%,-10.523297414767665
0%,48.00000000000001
>10-20%,35.0
0%,43.63101604278074
>30%,-179.99999999999997
>30%,-150.0
0%,43.9616005873715
>0-10%,41.030951284282125
>0-10%,15.555555555555555
>0-10%,11.593323216995447
>10-20%,8.235294117647058
>30%,-53.93402730836826
0%,47.0
>10-20%,19.69233453530301
>20-30%,-25.222530489068127
>10-20%,10.0
>0-10%,27.339486382893547
>30%,-29.864596619561272
>10-20%,22.499999999999996
>30%,-3.9999999999999996
>30%,-23.67118169079869
>10-20%,10.073909299655568
>10-20%,-22.5
>0-10%,37.27864344637947
>10-20%,-20.0
0%,17.081087737475475
>10-20%,35.0
0%,27.999999999999996
0%,47.0
>20-30%,-29.170819315508563
0%,28.493426637604678
0%,50.0
>10-20%,9.480823199251637
>20-30%,-22.749680980901037
>10-20%,8.75
>20-30%,1.224456716496609
0%,35.01511627906977
0%,7.777853395269334
>30%,-53.96835530304605
0%,6.999999999999999
>10-20%,23.75
>10-20%,16.25
0%,48.0
0%,22.0
>30%,-25.940798253063214
>20-30%,11.015693350831143
0%,3.9770598021189043
0%,40.0
>0-10%,34.40307725844248
>10-20%,35.0
>10-20%,16.252606882168923
>10-20%,33.75
>0-10%,20.0
0%,33.324628136709435
0%,28.58083832335329
0%,46.0
0%,28.619373139286758
>30%,-24.099898915591876
>30%,-43.99999999999999
>10-20%,25.0
>20-30%,-22.857142857142854
>30%,23.80994496855346
0%,17.0
>30%,-138.7204926445433
0%,49.00000000000001
>10-20%,32.5
>30%,33.37972914875322
0%,25.369171729099016
0%,18.134199788423757
0%,35.0
>30%,-70.0
>20-30%,25.85751955227093
>10-20%,7.500000000000001
>10-20%,6.019659724983207
>30%,-170.00000000000003
>30%,-83.33333333333334
>10-20%,35.0
0%,42.159472539805016
>10-20%,-33.55899840479528
0%,48.99999999999999
>10-20%,-7.379382889200563
0%,38.0
0%,4.844158004158004
>30%,11.365236916639024
>0-10%,34.92038234498918
0%,46.0
>10-20%,11.25
>0-10%,39.90996316049925
0%,48.0
0%,27.0
0%,34.00345542501728
0%,27.282708899657248
0%,24.23218673218673
>10-20%,27.75591140377133
0%,44.99999999999999
0%,47.374475934932086
>10-20%,-23.75
>20-30%,-2.269283626964084
0%,24.0
>30%,-25.985083898592286
>0-10%,35.27985603664522
>10-20%,32.5
>30%,-40.942033842216254
0%,48.00000000000001
>20-30%,11.345502397331666
>0-10%,14.086476955110772
0%,28.999999999999996
0%,30.259715577691853
0%,49.0
0%,49.0
>30%,-14.929872584314674
0%,28.254457170785606
>0-10%,10.916835692617912
0%,10.0
>30%,-172.39339019189768
0%,31.253307324649388
>10-20%,10.0
